# Transcript of Data 4 Good Training: INFORMS CAP
# Timestamp | transcribed text
51:18 | or um do we have someone that I don't know are they able to unmute
51:24 | Matthew yeah they should be able to okay does anybody want to take one of
51:29 | these questions and rewrite
51:41 | it they're all written very badly just so you know like if you think these are written well we need to
51:52 | talk five wi killing the onions
52:11 | anybody all right well you guys um will learn a lot better if you actually you
52:16 | know come up with some stuff here oh good oh yes
52:22 | okay yeah you can put it in the chat if that's easier
52:32 | um well let's look at see I really want to
52:40 | look at yeah here we go I really want to look at this one so this one says we're trying to
52:49 | figure out how to eliminate late departure for our
52:54 | train so one thing is um L's wi like the
53:01 | whole entire company uh or is just certain like there
53:06 | there's a substantial late departure problem only in the Southeast or only in certain cities so that's one thing is
53:14 | who's we um secondly is the word eliminate
53:20 | like come on really that's your goal is zero late departures like that's a really high standard you know to meet
53:27 | what's the real standard you know what are you actually hoping to achieve and
53:32 | what's the real goal because I know I know it's not I know it's not eliminating
53:37 | 100% um the third thing I want to point out is um the word late so we're really
53:45 | just scking this sentence part um the late departure like what's considered late is you know in the airline world
53:52 | this is trains but in the airline World 14 minutes and 15 9 seconds is considered on time
53:59 | departure so in the train world is it similar is it considered late if it's
54:05 | three minutes or 10 minutes or 15 minutes or what do you mean by late is there a tolerance is it is it binary of
54:12 | like yeah it's late or it's not there's no tolerance or is it like it was only 4 seconds late you know so what's
54:18 | considered late also um if a train leaves the
54:24 | station late but makes up time and arrives when it should is it still
54:30 | considered late so if you if you leave I don't recommend doing this but if you leave
54:36 | your house late and then you make up time four minutes you know you leave your house three minutes late and you
54:42 | make up four minutes on the road you're a minute early does that still considered a late departure or is it a
54:49 | wash is it really the arrival on the other side um and it says for our trains well I
54:58 | mean the airline industry and I think the trains too they partner with other companies and sometimes they operate
55:05 | under a different like they're it's their passenger but they're using
55:11 | someone else's equipment so do they mean our just the ones that are owned by our
55:16 | company or do they mean any of the trains that are operated by us you know
55:21 | with our passengers like what's our what's an our train like so there's tons
55:26 | of places that are unclear just in this one simple sentence so um that's like
55:35 | what you're really wanting is an ideal or a better train schedule I think
55:41 | that's what they're really asking but they didn't really say it that way um they're probably trying to maximize
55:48 | profit and minimize the cost of operations um how like I said how are
55:54 | late departur measures what issues what happens if there's a late departure is it just do we have to pay people you
56:02 | know what kind of um impact does that have so I I don't think I did a rewrite
56:09 | on that one but these are some of the problems associated with this particular one and you have to rewrite it to
56:15 | address all these issues that we just mentioned let me go back to um the
56:21 | police officers how do we best retain our best police officers woo boy this
56:29 | one's loaded um so what's the best police officer and there are airport police
56:37 | officers that are very different even though they're on the same work the same forth the airport police officers are
56:43 | very different than the ones that are on the street um and correctional officers are very different from all you know
56:51 | both of those and so you first has to Define like what's a police officer um
56:56 | um the air airport police officers have it really really good 99% of the time
57:01 | and really really bad that 1% of the time when things go bad it's an extreme job whereas um those on the street they
57:08 | kind of have it fairly steady you know a steady level of bad or tough it's a
57:14 | tough job for sure um there's another one where I did it right along and so what's considered
57:21 | a best police officer and what's a police officer and what does it to
57:26 | retain and what this this was actually a question from the mayor um what he meant
57:31 | was how do we keep them at least three years past the um police training
57:39 | because police training is very expensive the academy costs like three times their annual salary and so if you
57:46 | don't keep them at least three years it's kind of like a waste um so there's some cities that were considering I
57:53 | don't know if they're doing it now or they're still just considering ing it they were considering making the officer
57:59 | pay the city back for the police academy if they leave within the three years because they haven't gotten their value
58:05 | back from that training uh isn't that interesting so this mayor said well I don't want to be
58:10 | like that like but we got to find a way to in a um in a more positive light we
58:17 | got to find a way to retain these people so we that's that's what he meant you
58:22 | know um so how do we reduce the number of off officers in the top 10% performance rating to be only 5% of
58:30 | those leaving would be a better way of writing that that's not a it's still not a fantastic way but it's definitely better it's got numbers to it um it's
58:38 | not unrealistic you know it's smart goal basically what factors have the greatest influence on the retention rate of high
58:45 | scoring officers you still have to kind of Define what is high scoring but it would be good to know it turns out um
58:50 | from this project that having the and I'm not being sexist but the majority of
58:56 | police officers are male um so having the wives travel with them not leaving
59:03 | them behind another city um because to give you an example the city of Atlanta pulls from Chicago and New York and uh
59:10 | what's the other City there's another one and often times they they'll pull
59:15 | the officer and leave the wife kind of behind you know so that it's they're not
59:21 | going to succeed you gotta you got to bring bring the wife over it's worth the money to pay for her to travel over and
59:27 | to provide um career assistance to help her find jobs and those sort of things so these are some of the insights that
59:33 | we found but it was tough to even figure out what the question was because of the way it
59:40 | started um yeah so those are two examples from
59:45 | uh these five but I would encourage you to just pick one and a you know whenever
59:51 | it's convenient just take a screenshot if you need to and just pick one as to to practice and say okay gosh what's
59:57 | wrong with this question looks like a great question and but when you really criticize it like I want you to pick on
1:00:03 | it pick on these questions and you really pick on it you'll realize how vague and how awful some of these
1:00:10 | questions are they are definitely not ready to be put into an analytic framing at all because once you if you take one
1:00:17 | of these here's a way to test if you take this question and say okay what kind of model would I
1:00:23 | build I don't know I mean if you have no idea because the question is written so poorly that's one way to do a litness
1:00:28 | test to see like is it written is it succinct and clear enough and definite enough that I can create a hypothesized
1:00:36 | model from it if you can't then you got to rewrite it I have never had a
1:00:42 | stakeholder give me a good quality business problem I've had to rewrite
1:00:47 | every single one and get more detail usually requires multiple interviews so um yeah it's a good skill
1:00:54 | to have okay domain number two also where people
1:01:02 | have um a lot of Challenge and someone asked a question earlier about what's the difference between the two so um
1:01:08 | hopefully this will help is this question related to me no
1:01:14 | okay um so the first question um there's
1:01:20 | I only cover the top three where people are really messing up I mean I'm go
1:01:25 | through every set seven but I'm giving examples of the top three where people tend to mess up it's just so happens
1:01:31 | that one and two are right next to each other and then we skip to four I think four is the next one um and so we only
1:01:37 | cover three of the seven in deep detail if you noce that skip that's why
1:01:43 | okay so domain number two is analytic analytic problem framing um and so this
1:01:49 | is where you take the actual problem a step further now remember in the problem
1:01:55 | the business problem framing remember this is where the sky a limit
1:02:01 | like you're not bound by reality or the data that you have or the analytics
1:02:07 | method that you can use or whatever it's it's just what is the actual problem
1:02:13 | period when you get into analytic framing now you have to deal with reality so annoying right you have to
1:02:19 | think about um what are the proposed set of drivers what data could I actually
1:02:27 | use to how would this concept this construct manifest itself you know so
1:02:33 | like um with the police officer or let me take the train uh with the
1:02:39 | train how do you measure how does this manifest late departure well how do you measure that you know and again is it
1:02:46 | the arrival time really or is it the time it left the station is it the time that it left you know like with planes
1:02:52 | they back up but then sometimes they sit there for 10 minutes or more before they
1:02:58 | actually wheels up so is it wheels up is it back off the um tarmac is it the door
1:03:03 | is closed is it like what exactly how do you measure um so you know you have to
1:03:10 | think about all those details in the analytic framing part which is super fun to do once you get the hang of it um so
1:03:18 | let me give you a quick example um this is a uh this is a conceptual model that
1:03:25 | I've run dozens of times at different companies but um you can think about it as a bank
1:03:32 | because I I definitely have done this with um different banks so the question had to do with um banking you can you
1:03:39 | don't have to stay with your primary Bank like you're you know you can go anywhere it's like really tough to keep
1:03:46 | a client loyal sometimes with banking so that's the first part is um you know
1:03:51 | maybe the business question was how do we improve our loyalty by x per I mean
1:03:56 | it was poorly written but you get the idea it was some kind of loyalty question like we want to understand and be able to improve loyalty um and
1:04:04 | actually the the why why what they were really trying to get at with with one of
1:04:10 | them is I had a boss um his name is Sean Williams Sean and he used to be at
1:04:15 | Gallup and he went to Sun truus and then he went back to Gallup and he was one of my favorite bosses and he came up with
1:04:21 | this idea from an article that he read and it it's explain that um external
1:04:28 | conditions have more impact on someone's loyalty to a brand than that actual
1:04:34 | brand like what what do you mean how can that be and so it was proposing the
1:04:42 | authors were proposing that if the economy is good then customers are going
1:04:50 | to be more loyal in general in general and so we said why don't we test this so
1:04:56 | that was the real why is it was really about how much impact do external
1:05:02 | conditions have relative to everything else we're trying to do on Customer Loyalty super interesting question so um
1:05:11 | during the analytic framing part now that we have a business problem we have to figure out like all right well how
1:05:17 | are we going to do this well we first have to Define what is
1:05:22 | loyalty there's a ton of literature if you go to Google Scholar and say how do you measure loyalty there's a ton of
1:05:28 | literature about how to measure loyalty but generally speaking um it's cognitive
1:05:33 | which is behavioral cognitive which is knowledge-based and affective which is
1:05:40 | emotional so like you might say oh I just love my bank I just had such you know I just love everything about them
1:05:46 | you know I love the logo I love the brand I love what they're about
1:05:51 | um cognitive is like oh I know all the senior leaders at my EV like I I know
1:05:57 | all about them what year they were founded what cities they're in how many branches they have like that's cognitive
1:06:02 | loyalty and then cognitive means you keep branching you keep banking with them you go into the branch you engage
1:06:08 | in self-service you're you're very engaged you keep you know putting money into them and you keep using that debit
1:06:15 | card or whatever so there were multiple ways to measure loyalty and we boil down to four
1:06:22 | that was tough we boil it down to four through lots of PCA and Factor scoring
1:06:28 | we came up with four um Dimensions or four factors that fed into the Loyalty
1:06:35 | construct um so then we had to figure out well what are the things that drive loyalty and what are the inputs and
1:06:41 | where we going to get those variables and so we looked at Google Scholar and we found all these things that tend to drive loyalty and also including our
1:06:49 | hypothesis of external conditions it turned out that some of the big
1:06:56 | macroeconomic factors that tell the health of a community like housing
1:07:02 | starts birth rate those kinds of things employment rate those did have an impact
1:07:09 | on loyalty way more than we thought which was um a little bit irritating for
1:07:14 | the senior leaders of this of this particular uh organization
1:07:19 | because they kept trying to bend over backwards and interact you know with the
1:07:24 | customers in a way to get them to become more loyal but in reality they have no control over it or very little you know
1:07:31 | a lot of it had to do with just during good times people are loyal to their Bank period right so that's more about
1:07:37 | the results but the analytic framing part was coming up with like when we say loyalty this how we're
1:07:44 | going to measure it these variables and this is how we're going to look at you know here the input I mean you got to
1:07:51 | figure all the drivers all the potential relationships you haven't tested yet
1:07:56 | that's in a later phase but in the analytic stage you should have an idea of now that I have the business problem
1:08:02 | of trying to improve loyalty and figure out what drives it and also know how much impact external conditions have now
1:08:09 | do you know that now this is where the way I like to say it is this is where the rubber hits the road when it comes to the actual business problem you're
1:08:15 | trying to solve that's the best way to remember it is analytic framing is where the rubber hits the road to say like
1:08:21 | okay well you say you want to solve this how are you potentially going to do it so um kind of put your money where your
1:08:28 | mouth is um this would be an exercise but um
1:08:33 | you don't seem to be into my exercises I'm gonna skip this one but I hope that
1:08:39 | you guys have a decent um a decent analytic frame uh framing for the
1:08:45 | problems that you're going to be working on all right uh number four which is uh
1:08:54 | one of the uh one of the three hardest I mean um Bill you probably have a way better
1:09:01 | sense than I do but from feedback that I've gotten this is these are the three
1:09:06 | that people really struggle with is business problem analytic Framing and um
1:09:11 | methodology or approach um so I wanted to cover this one and give you kind of
1:09:16 | some um some tips on it okay so this one has to do with um
1:09:23 | identifying how are you going to anal it you know so you have a problem you've put up you've come up with like what am
1:09:30 | I going to measure what kind of stuff do I need um but now it's like well how am I going to analyze it so you have to
1:09:36 | identify the available problem solving approaches and methods and unfortunately
1:09:43 | this is where there's a lot of people don't have enough Tools in their toolkit um I've been very fortunate that I can
1:09:49 | run about eight different models really really well you know I can do um clust
1:09:55 | like it's nobody's business uh obviously regression I'm really good at PCA and factor I can do a structural equation
1:10:02 | model like it's nobody's business um and then a couple others you know Markov
1:10:08 | chain mon Carlo I can get by um but a lot of people don't have the luxury of
1:10:13 | that many you know I started it's like 30 years for me and I've done some of these by hand so I don't have to just
1:10:20 | trust the blackbox I actually know you know I actually know what's in there um
1:10:25 | and the math behind it and the stats and all that and the theory um so it's challenging though if you don't have a
1:10:32 | lot of tools you know available to you um so here's my suggestion is if
1:10:39 | you're trying to figure out what is the right analytics method like what's the
1:10:45 | right um I'm gonna say yeah method what's the right method to use I want to
1:10:51 | make sure I'm using the right the same terminology um to analyze data the first
1:10:57 | thing I would do is look at the broad purpose are you trying to
1:11:03 | describe or predict and with prediction I'm going to say explanation to describe predict or
1:11:12 | explain or prescribe so that's first is first think about the broad purpose
1:11:20 | describe predict or explain and prescribe those are the three big
1:11:26 | picture broad purposes
1:11:31 | second um okay so there are different categories of techniques and this this
1:11:36 | is not an you know fully inclusive if you read Joe Hara Jr's um book
1:11:42 | multivariate data analysis at the at the in the preface he talks about there are technically hundreds of analytical
1:11:50 | methods that you can choose from hundreds um I know like seven you know really well and I'm familiar with about
1:11:56 | two dozen but um it's hard to this is definitely not all inclusive but at
1:12:03 | least gives you some ideas just to give you a framework um so second once you
1:12:08 | know am I trying to describe predict or explain or prescribe well there are
1:12:14 | different categories of techniques under each of those
1:12:19 | so let's look at um predictive the predictor explain you have forecasting
1:12:26 | simulation and regression to give three examples okay so I think it's going to
1:12:31 | be sort of predictive and now I think I'm G to forecast I know that forecasting simulation regression are
1:12:36 | under there so that the third stage is what's the most likely single method
1:12:44 | well I'm not really trying to forecast I'm not really trying to simulate I'm
1:12:49 | probably more likely to use regression and if that's the case if that one's going to fit the best now
1:12:56 | you've got it narrowed down to logistic linear stepwise like whatever different
1:13:02 | regression methods I think there's a ridge regression that's really good um and so if you follow this especially if
1:13:10 | you're thinking about taking the exam which I hope all of y'all will consider taking the cap exam um this is the way
1:13:17 | to do it and I don't know what my score was but I think I did okay because I
1:13:23 | actually skipped like 17 questions and forgot to come back to them and I still
1:13:28 | managed to pass so I think I kind of sort of know how to take the test um but
1:13:34 | this is what I did is I used the tree effect to say um what's there what's the
1:13:39 | big broad purpose under that broad purpose what are some methods big picture methods and then under those
1:13:46 | methods what are the sort of smaller single method if you can do it by category and then by subgroup and then
1:13:53 | by individual method then you can usually come up with a good
1:14:00 | method so um maybe y'all will do this one I'm really hoping for some
1:14:07 | engagement here um so let's take this problem statement um help us understand
1:14:15 | how to better Target volunteers to work for this nonprofit okay that's very
1:14:22 | Broad and it's not very well written but hopefully you at least understand the concept how do we better Target
1:14:30 | volunteers to work for this nonprofit so think about that for just a minute and
1:14:36 | then in one minute I'm going to come back and um and uh let's talk about how
1:14:42 | you might Analyze That is that a segmentation thing is that a predictive
1:14:47 | thing is that an explanatory model is that a decision tree like think about different methods and you have one
1:14:54 | minute to come up with some
1:15:23 | ideas e
1:15:57 | oh something is in the chat oh good yay some people are saying
1:16:03 | things I'm so excited thank you guys okay um classification possibly a decision
1:16:11 | tree using historical data so you might say um what kind of employee or not
1:16:17 | employees but volunteers have we had uh work in this nonprofit in the past and
1:16:23 | so you could use the decision tree to kind of look at some of the attributes you know do they tend to be more
1:16:29 | students are they retired setx do they um do they have a specific interest like
1:16:34 | I'm thinking of Wellspring in particular um for those of y'all that are into the
1:16:40 | um anti-human trafficking efforts human trafficking is really tricky like I
1:16:46 | don't know how we're ever going to solve it it's one of the wicked problems There community is facing that I'm actually hoping AI can help with but um
1:16:52 | Wellspring living um they take donated clothes and they give them to women and girls that are
1:16:59 | recovering from former um human trafficking and they oftentimes have a
1:17:04 | difficult time trying to find volunteers to work in the store they don't have enough funding to pay like actual
1:17:10 | salaries because they want to focus all their Sal all their all their funds on helping these people recover so um they
1:17:19 | will um sometimes get only the older retired set and they're trying to figure
1:17:25 | out like how do I get the younger people because younger employees or Volunteers
1:17:31 | in this case usually mean um younger
1:17:36 | customers and if that's the case then those customers are going to be more impacted and they're going to be able to
1:17:42 | learn more about the nonprofit and help other people they know get out of
1:17:48 | recovery like get into the recovery part U so they're trying to focus on that as opposed to um sort of the older sex so
1:17:55 | yes decision trees could definitely work um classification oh I like this one if
1:18:02 | you have data like thousand people reacted to our Outreach and of those 20 | 1:18:07 | volunteers we could calculate probability of a person given the parameters of the Outreach yep so you
1:18:14 | can look at this um a classification model you can look at the attributes of
1:18:20 | the person you can look at the method and the and the phrase of the reach out like I did something
1:18:27 | like this with um a church and they were trying to figure out why are people not opening our emails and how do we get
1:18:33 | them more engaged and so I did some research on the value of personalization for email messaging and we tried it and
1:18:40 | it worked like it increased the openings like 3x at least may have been higher
1:18:45 | than that so yeah you could look at that sort of thing
1:18:51 | um any other ideas about the type of method that you might use both of those
1:18:58 | are good examples classification decision tree you could even use segmentation uh you could use a
1:19:04 | predictive model to identify the factors of the volunteers or um you know there
1:19:11 | there's not one right answer take again
1:19:17 | okay cool okay and then um the last part I
1:19:23 | want to mention about about the the whole cap thing including you know the
1:19:28 | job task analysis that we've been talking about the domains it's it's sort of inherent throughout the different
1:19:35 | steps but it's not called out specifically is um the critical sof
1:19:41 | skills that you have to have for analytics professionals the ability to
1:19:46 | communicate and um I've had people come to me with their decks and say why are
1:19:51 | they not listening like look I did all this great stuff created this wonderful model why are they not listening it's
1:19:58 | because you didn't instill trust you know you have no trust from them um they don't feel that you know anything about
1:20:03 | their business like a lot of times you can have a great model that nobody will
1:20:09 | listen to so it's not just about how it's you can't expect a perfect model to
1:20:17 | create an environment where people are just going to want to operationalize it that's not it it it it comes it has
1:20:24 | that's table step almost has to be a really good valuable model for sure but it can't just be about the model it has
1:20:30 | to be about the relationship too so understanding the background of the
1:20:36 | client nonprofit employer whoever the stakeholder is that's providing the business problem in the data you have to
1:20:43 | understand more about where their life is um to be able to communicate and instill that trust and explain those
1:20:51 | findings in a way that is um on par with their language now there's there's
1:20:58 | one group of people in the business world that I can't stand their language and that's s people I hate how they talk
1:21:04 | it drives me insane I just I'm not a I'm not a sales person at all I'm like anti- and they say things like go to
1:21:12 | market you know or um pipeline like what's in the pipeline and Prospects and
1:21:18 | and I just I just I don't I don't like sales right but when I'm I'm running a
1:21:26 | project an internal project right now about the sales teams and how to make them improve and so we're looking at
1:21:32 | factors related to the salesperson as well as um the particular prospect that
1:21:37 | we're working with or the type of deal that we're trying to arrange and so we're analyzing all this data and I have
1:21:43 | to use their language you know you have to make sure that you explain things in a way that are in a way that makes sense
1:21:49 | to them and that are achieving what goal they're trying to achieve so it's
1:21:55 | difficult because we want to we want to talk about the steps of our process and and oh I created this cool new metric
1:22:02 | and I found this you know chel doll that has to do with literacy rate and
1:22:07 | readability of this text and um I created this new metric and this fun model and blah blah blah and I
1:22:14 | transformed this data they don't care they just want the answers in a way that makes sense to
1:22:19 | them I know that's hard to believe but it's true um so I have another exercise in
1:22:26 | here but um again y'all are being a little bit a little bit hesitant on my
1:22:32 | exercises so um I'll cover them and hopefully you'll I hope that you'll like
1:22:38 | be home brushing your teeth and you're thinking about these questions okay so your stakeholder says I want a
1:22:47 | dashboard um to help me understand this concept and you're conv convinced that
1:22:53 | really they're problem cannot be solved with a dashboard it has to you know it has to be um something else and you
1:23:01 | actually think it needs to be neuron Nets like you can't solve this without neuron Nets right so you got to figure
1:23:07 | out how to explain this you have to have the EQ to under to to tell them like no
1:23:12 | you can't have that you can't say no you can't have that you can't say it like that you got to figure it
1:23:18 | out another one um you've been asked you've been tasked with understanding
1:23:23 | customer experience yet they only give you sales data from a key client this is
1:23:29 | so like I had this happen where they said we want to understand customer experience they gave us a bunch of sales
1:23:34 | data like what that's not what so we have to figure out how to say to them
1:23:42 | like dude we need different data um number three internal stakeholder
1:23:48 | says it isn't enough to know the drivers of influence or sales decline we need to
1:23:53 | know causes oh oh here we go y'all we need to know causes I gotta increase i s
1:24:01 | the next quarter I need to know exactly what's happening um and so you got to explain like the whole cause and effect
1:24:07 | thing you have to design an experiment to truly get cause and effect as I hope that you guys know that's why we don't
1:24:14 | use words like cause very lightly that's why we say impact or drive or determine
1:24:22 | or influence we say those kind words we don't say pause unless we run an
1:24:29 | experiment and experiments are very difficult and very rare in
1:24:34 | fact in my 33e career I've run a total of two
1:24:41 | experiments one was part of my dissertation
1:24:55 | pardon me why cough okay so are there any
1:25:02 | ideas about how you would explain to somebody who thinks they want a
1:25:10 | dashboard that you need more than that anything in the
1:25:19 | chat oh good point clustering is also possible on that last one yeah
1:25:25 | sells overpromise and underperform low hanging fruit but how
1:25:31 | do you say how do you say a dashboard ain't
1:25:38 | gonna cut
1:25:45 | it these are the things like EQ phising working with the client these
1:25:51 | are the things that will double your pay y'all that's why I'm covering them also
1:25:57 | once you do well in your project but these will do things like double your
1:26:03 | salary um so one way would be I like to someone asked me this um earlier this
1:26:09 | week actually I like to kind of use outside resources you know like I hear
1:26:15 | you and that's a good method for many things um however if you look at you
1:26:20 | know this use case a public publicly available use case from Up or whatever some competitor or a similar type of
1:26:27 | company if you look at this use case they used the dashboard initially but then they went beyond that and did this
1:26:33 | this and this and so I think we should do something similar because you're able to get more details so I like to blame
1:26:40 | it on like blame it on the outside you know well that's that's great the best
1:26:45 | practices shows this you know um let's
1:26:52 | see number two um you want to understand customer experience yet they're only
1:26:57 | providing you with sales data this is where you have to have a conversation about data literacy you know just like
1:27:03 | not all data is good for different types of subjects like sales data is a very
1:27:09 | core data set but with customer experience we probably need to include
1:27:14 | data like blah blah blah blah blah you know would it be too difficult to get that and so those are the ways you kind
1:27:21 | of phrase these um this one where the internal stakeholder
1:27:26 | says it's not good enough I don't want to know what you know potentially making my sales go down I need to know exactly
1:27:34 | and this is where you have to explain about um the these are not deterministic
1:27:40 | these are predictive and um you can get an idea of what's Happening unless you
1:27:47 | were to change the world and you can isolate your effects um usually you can
1:27:53 | only get to a certain level but it's still incredibly useful so I've had to had this conversation numerous times
1:28:00 | even now but we're in a better place today than we than we have been in the past so that's always
1:28:05 | good we can probably clarify if we only want to understand the key clients experience versus all of our clients as
1:28:12 | a whole which points the question back at them yes that's definitely the
1:28:19 | case uh this is a good one too there's not enough data to accurately display on this dashboard more analysis is needed
1:28:25 | to convey the message through the dashboard just saying like um that yeah
1:28:30 | okay we can get you the the dang dashboard fil in but we got to have we got to do some analysis first to even
1:28:37 | have the ability to show you what you need to see so that's a good point
1:28:43 | um yeah it's it's a it's a tough it can be tough for sure especially um
1:28:50 | depending on how you're organized as a as a company when you when you in this situation sometimes they're paying your
1:28:56 | salary and you're like I don't want to tell you no okay so lastly um common
1:29:04 | pitfalls where do people mess up when it comes to the seven domains of the cap
1:29:10 | the cap where do people tend to mess up I've already given you some hints they start with the data they want to jump
1:29:19 | right in to the data don't you do that
1:29:24 | no don't jump right into the data as soon as you jump right into the data and
1:29:29 | try to start analyzing in fact I even tell my teams like close your laptop just close it and I don't like closing
1:29:36 | my laptop it makes me anxiety driven but don't start with the data that is a that is a big Pitfall
1:29:45 | because what happens is um you will never hear or see that question the same
1:29:51 | way again because once you see the data it creates in your head um limitations
1:29:59 | you know the guard rails and it also creates a bias to say like oh well if I
1:30:05 | got if I put some bananas and vanilla
1:30:11 | oat milk ice cream Scoops and chocolate syrup in front of me I'm gonna be like
1:30:16 | oh well let's make a Sunday you know but I didn't want a Sunday I was looking for something else but you put that in front
1:30:22 | of me that's I'm going to think Sunday right so if you see the data before you understand the business problem then
1:30:29 | you're going to you're going to bias yourself into thinking that the problem is something that it's
1:30:34 | not does that I hope that makes sense okay so number one biggest Pitfall is
1:30:41 | people that start with the data knock it I should do a giant Circle flash with these
1:30:47 | images number two um not enough techniques so if
1:30:54 | everything like everything if you only have a hammer everything looks like a nail but
1:31:00 | sometimes you don't have a nail you have something else you gotta figure out how to get that in the wood right like it's you got to have enough um broad ideas
1:31:09 | and techniques that you're not limiting yourself and shoving a square peg in a
1:31:15 | round hole right so that's the second biggest problem that people tend to have when looking at the JTA the and the
1:31:22 | domains is they don't have enough like techniques at least conceptually um in their head so even if
1:31:30 | you don't have the experience with them to at least have the idea that there are other techniques um that incredibly
1:31:36 | helpful so that's the second biggest problem that I see when people are trying to um use the domains to apply to
1:31:44 | direct projects and number
1:31:50 | three over engineering if you're not familiar with this term um it's called
1:31:56 | aam's razor and there's different ways that people spell it but I think the correct way is in the
1:32:04 | chat so aam's Razer says you should use the simplest method that will actually
1:32:12 | answer the question possible don't use a simple method that's not going to answer the question but use the absolute
1:32:19 | simplest meth method method that will answer the question and that's atin
1:32:24 | raser it's a very good principle um we as data scientists and analytics
1:32:30 | professionals love to over engineer because we are trying to do cool stuff
1:32:38 | and we're trying to instead of answering the actual question we're trying to impress other people and so I don't know
1:32:45 | why we over engineer things you know um so that's the third biggest Pitfall some
1:32:52 | of the most useful um analytics solutions that I've seen
1:32:58 | have been pretty simple pretty simple um so don't you know don't do these things
1:33:04 | over engineering big problem um starting with the data is the biggest not enough
1:33:09 | methods is also um problem so I hope this has been helpful
1:33:15 | um a few final suggestions uh this is team Hoy if you're not I think it's called Hoy if you're not familiar with
1:33:21 | them um this guy right here um can't walk but he want he loves marathons he
1:33:28 | loves doing the races he loves being in them so he's got the heart and his dad has a body to take him and do these
1:33:35 | things he wouldn't do it without his son and his son couldn't do it without his dad and so I'm trying to say don't go it
1:33:41 | alone right like don't go It Alone create your squad have have a squad um
1:33:49 | so if you decide you do want to actually earn the cap designation get the study
1:33:56 | guide check out the resources um take Bill's class um just commit to like X
1:34:03 | number minutes per day set a timer 20 minutes a day four days a week set a timer um and then say by this date I'm
1:34:10 | gonna take it you know go and sign up for it even if it's a year and a half out or however long you can make it and
1:34:16 | remember you can retake it it's not the end of the world if you don't you know and visualize your success you know but
1:34:21 | definitely don't go It Alone so here's the road map um Good Luck this
1:34:28 | is the link to your quiz which I would take sooner rather than later because um
1:34:34 | some of the quiz questions are pretty hard um so good luck with you with your
1:34:39 | journey again Beverly right I'm on uh LinkedIn as
1:34:45 | pacap and thanks for letting me share with you guys I hope that this session has been useful
